CustomerID,min,max,mean,country,min_recency,frequency,monetary_value,max_recency,quantity,cluster,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22,Cluster_23,Cluster_24,Cluster_25,Cluster_26,Cluster_27,Cluster_28,Cluster_29,Cluster_30,Cluster_31,Cluster_32,Cluster_33,Cluster_34,Cluster_35,Cluster_36,Cluster_37,Cluster_38,Cluster_39,Cluster_40,Cluster_41,Cluster_42,Cluster_43,Cluster_44,Cluster_45,Cluster_46,Cluster_47,Cluster_48,Cluster_49,Cluster_50,Cluster_51,Cluster_52,Cluster_53,Cluster_54,Cluster_55,Cluster_56,Cluster_57,Cluster_58,Cluster_59,Cluster_60,Cluster_61,Cluster_62,Cluster_63,Cluster_64,Cluster_65,Cluster_66,Cluster_67,Cluster_68,Cluster_69,Cluster_70,Cluster_71,Cluster_72,Cluster_73,Cluster_74,Cluster_75,Cluster_76,Cluster_77,Cluster_78,Cluster_79,Cluster_80,Cluster_81,Cluster_82,Cluster_83,Cluster_84,Cluster_85,Cluster_86,Cluster_87,Cluster_88,Cluster_89,Cluster_90,Cluster_91,Cluster_92,Cluster_93,Cluster_94,Cluster_95,Cluster_96,Cluster_97,Cluster_98,Cluster_99,Cluster_100,Cluster_101,Cluster_102,Cluster_103,Cluster_104,Cluster_105,Cluster_106,Cluster_107,Cluster_108,Cluster_109,Cluster_110,Cluster_111,Cluster_112,Cluster_113,Cluster_114,Cluster_115,Cluster_116,Cluster_117,Cluster_118,Cluster_119,Cluster_120,Cluster_121,Cluster_122,Cluster_123,Cluster_124,Cluster_125,Cluster_126,Cluster_127,Cluster_128,Cluster_129,Cluster_130,Cluster_131,Cluster_132,Cluster_133,Cluster_134
12346,0.0,0.0,0.0,35,325.0,1,0.0,325.0,74215,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12347,13.2,45.0,23.3085714286,16,2.0,7,4310.0,367.0,2458,4,0.00403712296984,0.00290023201856,0.00603248259861,0.044373549884,0.0,0.0,0.0938283062645,0.00236658932715,0.0,0.0,0.0205893271462,0.0,0.00904872389791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108584686775,0.0,0.00208816705336,0.023596287703,0.0,0.0,0.0092343387471,0.0118329466357,0.0183758700696,0.0,0.052343387471,0.0,0.00946635730858,0.0,0.0,0.0,0.0,0.0,0.0579118329466,0.00313225058005,0.0,0.0,0.106218097448,0.0,0.0,0.0,0.00271461716937,0.0,0.0,0.0,0.0,0.0245011600928,0.0,0.00637587006961,0.0,0.00308120649652,0.0,0.0187587006961,0.0154524361949,0.0,0.00348027842227,0.0,0.0,0.0045939675174,0.0,0.0365475638051,0.0,0.0,0.00348027842227,0.0,0.0,0.0,0.0061252900232,0.0,0.00473317865429,0.00236658932715,0.0,0.0,0.0152204176334,0.00696055684455,0.0,0.0,0.0,0.0,0.0,0.00389791183295,0.0,0.0,0.0,0.0,0.0632575406032,0.0155916473318,0.0,0.0045939675174,0.00877030162413,0.00180974477958,0.0,0.00788863109049,0.0,0.0,0.00473317865429,0.0,0.00870069605568,0.0,0.0183758700696,0.0,0.0208816705336,0.00385150812065,0.00180974477958,0.0,0.0,0.0,0.0,0.030626450116,0.0,0.0,0.0,0.0,0.0897215777262,0.0467749419954,0.0,0.00388399071926,0.0,0.0,0.00250580046404,0.0,0.0,0.0,0.0,0.0,0.0,0.00403712296984,0.0156612529002,0.0
12348,39.6,150.0,82.84,12,75.0,4,1437.24,358.0,2332,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0290556900726,0.0,0.403551251009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116055773566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118282263227,0.0,0.0,0.0,0.0425816147616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275528095516,0.0,0.121065375303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248309259414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12349,15.0,15.0,15.0,18,18.0,1,1457.55,18.0,630,4,0.0294329525574,0.0740146135639,0.0,0.00874755582999,0.0,0.0,0.0113203663682,0.0,0.0122671606463,0.0,0.0,0.0274090082673,0.0,0.0119378408974,0.0,0.0121436657405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121436657405,0.0,0.0,0.0404651641453,0.0,0.0135844396419,0.0,0.0476141470275,0.0,0.0,0.0,0.0,0.0,0.0,0.0144077390141,0.0136530479229,0.0,0.0,0.0,0.0,0.0,0.00856231347124,0.0131316249871,0.0,0.0,0.0,0.0,0.0,0.0271963225961,0.0,0.0256251929608,0.0,0.0,0.0,0.0500085760351,0.0102912421529,0.0,0.0,0.0,0.00857603512744,0.0,0.0,0.0147507804192,0.00535144591952,0.00874755582999,0.0,0.0226407327364,0.0,0.0,0.0113203663682,0.0269630544407,0.0,0.0185516791877,0.0,0.0102912421529,0.137902644849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139137593908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135844396419,0.0,0.0101883297314,0.0,0.0,0.0102912421529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135844396419,0.0,0.0045555898597,0.0,0.0,0.0,0.00905629309458,0.0,0.0,0.012246578162,0.0496037871771,0.0222290830503,0.0,0.0679221982093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437720832905,0.0
12350,25.2,25.2,25.2,24,310.0,1,294.4,310.0,196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635190217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136548913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0601222826087,0.0,0.0,0.0,0.0509510869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672554347826,0.0,0.0,0.0,0.0,0.0509510869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0692934782609,0.0,0.0,0.0,0.0,0.136548913043,0.0,0.0,0.0,0.134510869565,0.0,0.0,0.0,0.0,0.0,0.0,0.230298913043,0.0,0.0
12352,0.0,35.7,16.8428571429,24,36.0,7,1265.41,296.0,526,2,0.0,0.0256043495784,0.0116563011198,0.0503789285686,0.0,0.0,0.0268687619033,0.0,0.0141298077303,0.0,0.0,0.0,0.0,0.0218111126038,0.0134343809516,0.0117353268901,0.0,0.0,0.0,0.0,0.0157261282904,0.0,0.0,0.0,0.0,0.0,0.0268687619033,0.00987822128796,0.0,0.0,0.0164373602232,0.0156471025201,0.0,0.0,0.0156471025201,0.0,0.0,0.0,0.0,0.0117353268901,0.0,0.0,0.0,0.0,0.0,0.0,0.0118538655456,0.0,0.0289234319312,0.0,0.0098624161339,0.0,0.0256043495784,0.0,0.0423182999976,0.0,0.0,0.0,0.0672509305284,0.106803328565,0.0,0.0,0.0312942050403,0.0184920302511,0.0,0.0118538655456,0.0,0.0,0.0,0.0,0.0271453520993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00924601512553,0.0117353268901,0.0118538655456,0.0,0.0403031428549,0.0,0.0,0.0412514520985,0.0499442868319,0.0,0.0,0.0,0.0,0.0156471025201,0.0,0.0,0.0,0.0158051540607,0.0,0.0590322504169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137504840328,0.0,0.0,0.0,0.0,0.0289234319312,0.0,0.0,0.0,0.0,0.0,0.0117353268901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218111126038,0.0,0.0
12353,19.9,19.9,19.9,2,204.0,1,89.0,204.0,20,4,0.0,0.0,0.0,0.801123595506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198876404494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12354,20.8,20.8,20.8,30,232.0,1,1079.4,232.0,530,0,0.0,0.0,0.0136649990736,0.0258940151936,0.0188993885492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152862701501,0.0,0.0,0.0,0.0,0.0,0.0762923846581,0.0,0.0,0.0,0.014730405781,0.0137576431351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00787474522883,0.0,0.0,0.0,0.0,0.0,0.0183435241801,0.0,0.0,0.0,0.0,0.0,0.0,0.014730405781,0.0,0.0,0.0,0.0,0.0,0.0505836575875,0.0998517695016,0.0,0.0,0.0,0.0,0.0,0.0,0.0258476931629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186270150083,0.0,0.0,0.0,0.0,0.0,0.0,0.0907448582546,0.0,0.0161200667037,0.0,0.0605892162312,0.0183435241801,0.0,0.0,0.0,0.0,0.0,0.0,0.0271447100241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157031684269,0.0,0.0163979988883,0.0,0.0,0.0,0.0,0.0152862701501,0.0,0.0188993885492,0.00933852140078,0.0138502871966,0.0845654993515,0.0,0.0,0.0,0.0152862701501,0.0,0.0157031684269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12355,30.0,30.0,30.0,2,214.0,1,459.4,214.0,240,4,0.0,0.0,0.0,0.0988245537658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166521549848,0.0,0.0,0.0,0.0,0.0,0.42446669569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0861993905094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0430996952547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115585546365,0.0,0.0,0.0,0.0,0.0653025685677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12356,25.5,102.0,51.3,26,22.0,3,2487.43,325.0,1573,2,0.0,0.0641947713101,0.0,0.209272220726,0.0241212818049,0.0,0.0,0.0,0.0241212818049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120606409025,0.0120606409025,0.0,0.0,0.0,0.0,0.0,0.0120606409025,0.0,0.0,0.0,0.0,0.00796002299562,0.0,0.0744865182136,0.0,0.00603032045123,0.0,0.00683436317806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0861732792481,0.0,0.0,0.0,0.00402021363415,0.0,0.118958121435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162095013729,0.0,0.0479812497236,0.0,0.0,0.0,0.0,0.0,0.0201010681708,0.0,0.0,0.024603707441,0.0,0.0,0.0745347607772,0.0,0.0,0.0,0.0,0.0,0.0,0.00530668199708,0.0,0.0139903434469,0.0,0.0,0.0,0.0,0.0,0.024603707441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231564305327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094877041766,0.0,0.0776705274118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
